track_id,song_id,artist_id,artist_name,song_title,genre,dot_match_1,dot_match_2,dot_match_3,centered_match_1,centered_match_2,centered_match_3,corr_match_1,corr_match_2,corr_match_3,cosine_match_1,cosine_match_2,cosine_match_3
TROLGMC128F4259BB8,SOMAATM12A8AE45E6A,AR13CXU1187B9AD30A,The Clash,Overpowered By Funk,punk,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Funkadelic - One Nation Under A Groove,Free - Mr. Big,Anastacia - Club Megamix,Funkadelic - One Nation Under A Groove,Anastacia - Club Megamix,Free - Mr. Big
TRMQMTC128F428A516,SOSTMID12A8C13A27B,AR46CAD1187FB4D84B,Bad Religion,Automatic Man (Album Version),punk,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Michael Jackson - Man In The Mirror,Lauryn Hill - Interlude 5,Propellerheads - Velvet Pants,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Bill Withers - Who Is He? (And What Is He To You?),Bellamy Brothers - Old Hippie,Suicidal Tendencies - Possessed To Skate,Bill Withers - Who Is He? (And What Is He To You?),Bellamy Brothers - Old Hippie,Suicidal Tendencies - Possessed To Skate
TRQENBA128F426093C,SOQLMHB12A8C1384BF,AR46CAD1187FB4D84B,Bad Religion,Chimaera (Album Version),punk,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Small Sins - She's The Source,Anacrusis - What You Became,Bunny Wailer - Roots,Small Sins - She's The Source,Anacrusis - What You Became,Bunny Wailer - Roots
TRJCXHB128F428AC5B,SOLDKOL12A8C1392D1,AR46CAD1187FB4D84B,Bad Religion,Damned to Be Free (Album Version),punk,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Vanilla Ice - Ice Is Workin' It,Lauryn Hill - Interlude 5,Vanilla Ice - Ice Is Workin' It,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Tonedeff - Ridiculous,Dan Le Sac vs Scroobius Pip - Fixed,Bird York - Lovely Thing,Tonedeff - Ridiculous,Dan Le Sac vs Scroobius Pip - Fixed,Bird York - Lovely Thing
TRHWAPL128F428BEEE,SOSHLOP12A8C13971C,AR46CAD1187FB4D84B,Bad Religion,Get Off,punk,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Common - Book Of Life,Manafest - Runaway,The Mighty Mighty Bosstones - Someday I Suppose,Common - Book Of Life,Manafest - Runaway,The Mighty Mighty Bosstones - Someday I Suppose
TRHYIAH128F14825EC,SOLIECS12A6310F220,AROBHK51187B9AD82B,Funeral For A Friend,Juneau,punk,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Life Without Buildings - New Town,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Life Without Buildings - New Town,Lauryn Hill - Interlude 5,Mary Black - Raven In The Storm,Swollen Members - Switchblade,Gorefest - Super Reality,Swollen Members - Switchblade,Mary Black - Raven In The Storm,Gorefest - Super Reality
TRWMODL128F92E7E2A,SOLOBYS12AB017B614,ARUUP451187B9AF56E,Wire,Another The letter,punk,The Pharcyde - Otha Fish,Michael Jackson - Man In The Mirror,Lauryn Hill - Interlude 5,The Pharcyde - Otha Fish,Michael Jackson - Man In The Mirror,Lauryn Hill - Interlude 5,Ayreon - Prologue,Cinderella Effect - Israel,The Itals - In Deh,Ayreon - Prologue,Cinderella Effect - Israel,Subtle - Requiem for a Dive
TRABGYE128E078278A,SODQTSE12A6310D90B,ARUUP451187B9AF56E,Wire,Strange,punk,Public Enemy - Go Cat Go,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Public Enemy - Go Cat Go,Bowling For Soup - Here We Go,The Pharcyde - Otha Fish,Kelis - Trilogy,The Departure - Arms Around Me (BBC 6Music Session),Belleruche - Bought & Sold,Kelis - Trilogy,The Departure - Arms Around Me (BBC 6Music Session),Belleruche - Bought & Sold
TRBAQPR128F92F4AB0,SODLLJJ12A8C141D54,ARDT4K91187FB53602,The Wonder Years,Dude_ What Is a Land Pirate?,punk,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Erykah Badu - I Want You,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Chantal Kreviazuk - Ghosts Of You,Hollywood Undead - Undead,Digable Planets - Slowes' Comb/The May 4th Movement starring Doodlebug,Chantal Kreviazuk - Ghosts Of You,Hollywood Undead - Undead,Digable Planets - Slowes' Comb/The May 4th Movement starring Doodlebug
TRVOTRF128F148AE44,SOYCTSV12A6D4FB43C,ARMKNC21187FB4696B,Dashboard Confessional,Again I Go Unnoticed,punk,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - My Darling,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Life Without Buildings - New Town,Dawn of Relic - The Awakening,Bebo Norman - Other Side of Day,Assemblage 23 - MAPS OF REALITY,Bebo Norman - Other Side of Day,Dawn of Relic - The Awakening,Majesty - Lord Of The Damned
TRRERUT128F1477144,SOWSXYV12A58A7CCC3,ARMKNC21187FB4696B,Dashboard Confessional,Carry This Picture,punk,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Andrea Bocelli - I Believe,The Cat Empire - The Car Song,Lacuna Coil - Soul Into Hades,Andrea Bocelli - I Believe,The Cat Empire - The Car Song,Lacuna Coil - Soul Into Hades
TRHGTHE128F428B4C3,SOVJEHL12A8C13B495,ARPDVPJ1187B9ADBE9,Usher,U R The One,r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Kat DeLuna - Run The Show,Good Old War - Tell Me (Acoustic),Avant - Y.O.U.,Kat DeLuna - Run The Show,Good Old War - Tell Me (Acoustic),Jonny Lang - Breakin Me
TREIEOO128F42B0099,SOJPTRM12A8C14003B,ARXOTQH1187FB57084,Chris Brown,Ain't No Way (You Won't Love Me),r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Danity Kane - Hold Me Down (Album Version),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Danity Kane - Hold Me Down (Album Version),Natasha Bedingfield - Stumble,Michael McDonald - You Don't Know Me,Hilary Duff - Play With Fire,Natasha Bedingfield - Stumble,Michael McDonald - You Don't Know Me,Hilary Duff - Play With Fire
TRRZSBO128F428BE44,SOGEKBX12A8C13ACE1,ARPDVPJ1187B9ADBE9,Usher,Nice & Slow,r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Avant - I Wanna Know,Al Jarreau - Look What You've Done For Me,Hawthorne Heights - Rescue Me,Avant - I Wanna Know,Al Jarreau - Look What You've Done For Me,Ginuwine - Only When ur Lonely
TRMZSRG128F428BE3F,SOPEKWP12A8C138692,ARPDVPJ1187B9ADBE9,Usher,Roni,r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Nick Cave & The Bad Seeds - She Passed By My Window,Rickie Lee Jones - My One And Only Love,Mark Wills - She's In Love,Nick Cave & The Bad Seeds - She Passed By My Window,Rickie Lee Jones - My One And Only Love,Mark Wills - She's In Love
TRENECR128F92DAC48,SOOPTMD12A8AE46BFE,ARXOTQH1187FB57084,Chris Brown,Damage,r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),R. Kelly - Kickin' It With Your Girlfriend,Mario Vazquez - Everytime I...,Less Than Jake - I Think I Love You,R. Kelly - Kickin' It With Your Girlfriend,The Puppini Sisters - I Will Survive,Mario Vazquez - Everytime I...
TRIAONH128F9340E62,SOCTATF12A58A77508,ARXOTQH1187FB57084,Chris Brown,Gotta Be Ur Man,r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Erykah Badu - I Want You,Melanie Thornton - I Apologize,Blackstreet - Happy Song (Tonite),Esmée Denters - Getting Over You,Melanie Thornton - I Apologize,Blackstreet - Happy Song (Tonite),Esmée Denters - Getting Over You
TRFBNCQ128F9302AD9,SORWAEG12AB0181063,ARCGJ6U1187FB4D01F,Akon,Birthmark,r&b/soul,Lauryn Hill - Interlude 5,Eminem - My Darling,Marques Houston - Cancel (Album Version),Fatboy Slim - Acid 8000,Marques Houston - Cancel (Album Version),Eminem - My Darling,Rooney - When Did Your Heart Go Missing?,Jamie Cullum - Where Is Your Heart At?,Eric Burdon - Heart Attack,Rooney - When Did Your Heart Go Missing?,Jamie Cullum - Where Is Your Heart At?,Eric Burdon - Heart Attack
TRPZAPZ128F9341D3E,SOUFNEL12D021B2AEB,ARLMXEA1187B9A7D04,R. Kelly,Don't You Say No,r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Erykah Badu - I Want You,Twista - I'm A Winner (Amended Album Version),Kelly Price - Don't Say Goodbye,Nat King Cole - If You Can't Smile And Say Yes,Bad Brains - Don't Bother Me (Bad Brains),Kelly Price - Don't Say Goodbye,Nat King Cole - If You Can't Smile And Say Yes,Bad Brains - Don't Bother Me (Bad Brains)
TRGHYGG12903CAC100,SORLWRB12D02199388,ARLMXEA1187B9A7D04,R. Kelly,Kickin' It With Your Girlfriend,r&b/soul,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lloyd Cole - I Didn't Know That You Cared,King Tee - Guitar Playin',Blues Traveler - Hook,King Tee - Guitar Playin',Lloyd Cole - I Didn't Know That You Cared,Blues Traveler - Hook
TRNEYNN128F92C21F7,SOZEFCO12D02193313,ARLMXEA1187B9A7D04,R. Kelly,Rise Up,r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Flobots - Rise,Big Moe - S.U.C.,The Pharcyde - Hey You,Flobots - Rise,Big Moe - S.U.C.,Hollywood Undead - Undead
TRRSRXG128E07888AF,SOTFWWF12A67020F44,ARKSZW81187B9B695D,Mariah Carey,Joy Ride,r&b/soul,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Erykah Badu - I Want You,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Sean Kingston - Magical,Leo Sayer - We've Got Ourselves In Love ,Ima Robot - Lovers In Captivity,Sean Kingston - Magical,Leo Sayer - We've Got Ourselves In Love ,Ima Robot - Lovers In Captivity
TRONPIZ128F1454219,SOKLOOH12A6D4F6EED,ARKSZW81187B9B695D,Mariah Carey,Sprung,r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Hawthorne Heights - Rescue Me,Thalia - Alguien Real (Baby_ I'm In Love),Syleena Johnson - All Of Me,Hawthorne Heights - Rescue Me,Thalia - Alguien Real (Baby_ I'm In Love),Amos Lee - Supply & Demand
TRJKYAO128F427420D,SOSEWHU12A8AE484E5,ARKSZW81187B9B695D,Luther Vandross,Never Too Much,r&b/soul,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Nat King Cole - She's Funny That Way,Phyllis Hyman - Heavenly,Webb Pierce - I Ain't Never,Nat King Cole - She's Funny That Way,Phyllis Hyman - Heavenly,Webb Pierce - I Ain't Never
TRYGRKO128F9343244,SOMBFBA12A8C13D236,ARLMXEA1187B9A7D04,R. Kelly,Chocolate Factory,r&b/soul,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - My Darling,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - My Darling,Clifford T Ward - A Day To Myself,Clannad - Second Nature,Joan Baez - The Lily Of The West,Clifford T Ward - A Day To Myself,Clannad - Second Nature,Toby Keith - Sweet
TROIJDA128F9341E70,SOCUXGX12A8C13B78C,ARLMXEA1187B9A7D04,R. Kelly,I Mean (I Don't Mean It),r&b/soul,Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Millencolin - Random I Am (Album Version),G-Unit - I Don't Want To Talk About It,Macy Gray - Shoo Be Doo,Millencolin - Random I Am (Album Version),G-Unit - I Don't Want To Talk About It,Macy Gray - Shoo Be Doo
TRXTJGV12903CAC0F8,SOJYYAN12A58A790B1,ARLMXEA1187B9A7D04,R. Kelly,In The Kitchen,r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Honeycut - Crowded Avenue,Grandmaster Flash - Them Jeans,Scooter - Time And Space,Honeycut - Crowded Avenue,Grandmaster Flash - Them Jeans,Scooter - Time And Space
TRTWRQD12903CA9E3B,SOCDGAR12AB018CE44,AR52EZT1187B9900BF,Alicia Keys,Distance And Time,r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Beverley Craven - Promise Me,Burden Of A Day - My Forfeit,Hello Saferide - Get Sick Soon,Beverley Craven - Promise Me,Burden Of A Day - My Forfeit,Hello Saferide - Get Sick Soon
TRWPMRK12903CCDA98,SOWGUXF12AB0185700,AR52EZT1187B9900BF,Alicia Keys,Lover Man,r&b/soul,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Michael Jackson - Man In The Mirror,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Michael Jackson - Man In The Mirror,Diana King - Can't Do Without You,Cree Summer - Miss Moon,Atmosphere - Hair,Diana King - Can't Do Without You,Atmosphere - Hair,The Jazz Butcher - She's On Drugs
TRMTTBA128F429A7EC,SOSYUFF12A8C13C104,AR52EZT1187B9900BF,Alicia Keys,Nobody Not Really (Interlude),r&b/soul,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Nelly - Splurge,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Nelly - Splurge,Charley Patton - Down The Dirt Road Blues,Raine Maida - Confessional,The Distillers - I Understand,Charley Patton - Down The Dirt Road Blues,Raine Maida - Confessional,Z-RO - Pain
TRWCVWH128F4284EE5,SOIYWLQ12AF729E318,AR52EZT1187B9900BF,Alicia Keys,Piano & I,r&b/soul,Lauryn Hill - Interlude 5,Erykah Badu - I Want You,Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Erykah Badu - I Want You,Twista - I'm A Winner (Amended Album Version),Frankie J - Without You,Permanent Me - Heartattack,Big Star - I Am The Cosmos,Frankie J - Without You,Permanent Me - Heartattack,Binary Star - Honest Expression
TRQQLZD128F425E9BC,SOYSABZ12A58A7CAE3,AR52EZT1187B9900BF,Alicia Keys,Tell You Something (Nana's Reprise),r&b/soul,R. Kelly - I Mean (I Don't Mean It),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),R. Kelly - I Mean (I Don't Mean It),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Joe Bonamassa - Ball Peen Hammer,Kristin Hersh - Tuesday Night,Toni Braxton - Love Affair,Joe Bonamassa - Ball Peen Hammer,Kristin Hersh - Tuesday Night,Toni Braxton - Love Affair
TREAJBV12903CCDA96,SOVRMZU12AB017FE90,AR52EZT1187B9900BF,Alicia Keys,Try Sleeping With A Broken Heart,r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Danity Kane - Hold Me Down (Album Version),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),Barry White - Never Gonna Give You Up,Erin McKeown - Fast As I Can,Liz Phair - Go On Ahead,Barry White - Never Gonna Give You Up,Erin McKeown - Fast As I Can,Liz Phair - Go On Ahead
TRDFWVZ128F4284EF0,SODFKEG12AF72A4E66,AR52EZT1187B9900BF,Alicia Keys,Why Do I Feel So Sad,r&b/soul,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),R. Kelly - I Mean (I Don't Mean It),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Erykah Badu - I Want You,Brian McKnight - Try Our Love Again,Classified - Freezin In The Cold,Todd Rundgren - Lost Horizon,Brian McKnight - Try Our Love Again,Classified - Freezin In The Cold,Todd Rundgren - Lost Horizon
TRFRUCJ128F4284EF2,SOKILIB12D021B411C,AR52EZT1187B9900BF,Alicia Keys,Lovin U,r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Keziah Jones - Rhythm Is Love,Commodores - Easy,The Charlatans - Dead Love,Keziah Jones - Rhythm Is Love,Commodores - Easy,The Charlatans - Dead Love
TRXONIT128F9355F39,SOMSIJG12AF72AD5CE,ARQFENL121318C58A6,Jeremih,My Ride,r&b/soul,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,The Roots - Mellow My Man,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Roots - Mellow My Man,Britney Spears - Radar,2Pac - Strictly 4 My N.I.G.G.A.Z.,Anita Baker - In My Heart,Kottonmouth Kings - Bump,2Pac - Strictly 4 My N.I.G.G.A.Z.,Anita Baker - In My Heart,Kottonmouth Kings - Bump
TRURHNH128F9355F33,SONEKBK12AB017C335,ARQFENL121318C58A6,Jeremih,Starting All Over,r&b/soul,Lauryn Hill - Interlude 5,Eminem - 8 Mile,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - 8 Mile,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Ashley MacIsaac - I Don't Need This,Blues Traveler - Hook,Eminem - 8 Mile,Ashley MacIsaac - I Don't Need This,Blues Traveler - Hook
TRBVOUE128F92F4B3E,SOLYDSR12D021902F1,ARIL5841187FB5C061,Duffy,Oh Boy,r&b/soul,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Ledisi - Best Friend,Hank Thompson - Drivin' Nails In My Coffin,Canned Heat - Dust My Broom,Ledisi - Best Friend,Canned Heat - Dust My Broom,Elmore James - Dust My Broom
TRTAKII128F92E4449,SOKHIOI12A8C141E73,AR9B7FG1187B9A5C96,Jay Sean,Maybe,r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Beastie Boys - So What'Cha Want (Butt Naked Version) (Explicit) (2009 Digital Remaster),Tony Sly - On the Outside,Billie Holiday - Guilty,Beastie Boys - So What'Cha Want (Butt Naked Version) (Explicit) (2009 Digital Remaster),Tony Sly - On the Outside,Anastacia - Club Megamix
TRSHMDQ128F422C1D6,SOZBCSN12A8AE46F93,AR9B7FG1187B9A5C96,Jay Sean,Stuck In the Middle,r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Kevon Edmonds - Never Love You,Lauryn Hill - Interlude 5,Alice Smith - Dream,Kevon Edmonds - Never Love You,Lauryn Hill - Interlude 5,Blood_ Sweat & Tears - So Much Love/Underture
TRENMSO128F42AF485,SOUXXLG12A8C13EB34,AR8DTD41187FB51ED9,Fantasia,Bump What Your Friends Say,r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,KeKe Wyatt - If Only You Knew,Samantha Mumba - Never Meant To Be,Eminem - My Darling,KeKe Wyatt - If Only You Knew,Samantha Mumba - Never Meant To Be,Eminem - My Darling
TRTSASI12903CC26E8,SOUSVDG12AB018B099,AR20CFC1187B98A25D,Ray Charles,Smack Dab In The Middle,r&b/soul,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Pharcyde - Otha Fish,Johnny Cash - Man In White,RKL - Heavily Sedated,DJ Quik - Safe + Sound,Johnny Cash - Man In White,DJ Quik - Safe + Sound,RKL - Heavily Sedated
TRNZNSR128F429F04B,SOIFMOR12A8C13C0CD,AR20CFC1187B98A25D,Ray Charles,Don't You Know,r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Vanilla Ice - It's A Party,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Vanilla Ice - It's A Party,Marques Houston - Naked,Usher - Love Was Here,K-Ci & JoJo - Baby Come Back,Marques Houston - Naked,Usher - Love Was Here,K-Ci & JoJo - Baby Come Back
TRWFFHM128F92F99C4,SOJVLDB12AB017ACC4,ARZCS0M1187FB52EAB,Chrisette Michele,All I Ever Think About,r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Clawfinger - Revenge,Less Than Jake - I Think I Love You,Anastacia - Club Megamix,Clawfinger - Revenge,Less Than Jake - I Think I Love You,Anastacia - Club Megamix
TRDIOJU128F931BF15,SOPGSCU12D0219384E,ARRZUPG11F43A69EF7,Jackson 5,(You Were Made) Especially For Me,r&b/soul,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Danity Kane - Hold Me Down (Album Version),Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),Twista - I'm A Winner (Amended Album Version),Mutya Buena - Not Your Baby,Bad Brains - Don't Bother Me (Bad Brains),Keith Sweat - Give Me What I Want (LP Version),Mutya Buena - Not Your Baby,Bad Brains - Don't Bother Me (Bad Brains),Keith Sweat - Give Me What I Want (LP Version)
TRGYQBU128F9342C87,SONQNNF12D021B4C46,ARRZUPG11F43A69EF7,Jackson 5,I Was Made To Love Her,r&b/soul,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Con Funk Shun - Electric Lady,Doyle Bramhall - Cryin',The Knack - Heartbeat,Con Funk Shun - Electric Lady,Doyle Bramhall - Cryin',The Knack - Heartbeat
TRVBSAC128F42B6438,SOAPRQO12AF72A2410,ARRZUPG11F43A69EF7,Jackson 5,Bridge Over Troubled Water,r&b/soul,Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Boyz II Men - To The Limit,The Dells - It's All Up To You,Annihilator - Hunter killer,Boyz II Men - To The Limit,The Dells - It's All Up To You,Annihilator - Hunter killer
